Flower
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
white
white
purple
purple
white
purple
white
white
purple
white
white
white
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
purple
white
purple
purple
white
white
purple
purple
white
purple
white
purple
white
purple
purple
purple
white
white
purple
purple
white
purple
purple
purple
purple
white
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
white
purple
purple
purple
white
white
white
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
white
white
white
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
white
purple
purple
purple
purple
purple
white
purple
purple
white
purple
white
purple
purple
white
white
purple
purple
purple
purple
white
white
purple
white
purple
purple
purple
white
purple
purple
white
white
white
purple
white
purple
purple
purple
purple
white
purple
purple
white
purple
purple
white
purple
white
purple
white
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
white
purple
purple
purple
white
white
white
purple
purple
white
white
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
white
white
purple
purple
white
purple
white
white
purple
purple
white
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
white
white
purple
purple
purple
purple
purple
white
white
purple
purple
purple
purple
purple
white
white
white
purple
purple
purple
purple
white
white
purple
purple
purple
purple
purple
purple
white
white
purple
white
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
white
white
white
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
white
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
white
white
white
purple
purple
purple
purple
white
white
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
white
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
white
purple
purple
purple
white
white
purple
white
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
white
white
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
white
white
purple
white
white
purple
purple
purple
purple
purple
purple
white
purple
white
purple
white
purple
purple
purple
white
purple
purple
purple
white
white
purple
white
white
purple
purple
white
purple
white
white
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
white
purple
white
purple
white
purple
purple
white
purple
purple
purple
purple
white
purple
purple
purple
purple
white
purple
purple
purple
purple
white
purple
white
purple
purple
white
purple
purple
purple
white
white
purple
purple
purple
purple
white
purple
purple
purple
purple
white
purple
purple
white
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
white
white
purple
purple
white
white
purple
white
purple
purple
purple
purple
white
purple
purple
white
white
white
purple
white
purple
purple
purple
white
white
purple
purple
white
purple
white
purple
purple
purple
purple
white
white
purple
purple
purple
purple
white
white
purple
purple
white
purple
purple
purple
purple
white
white
white
purple
purple
purple
purple
purple
white
white
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
white
white
purple
purple
purple
purple
white
purple
white
purple
purple
purple
white
white
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
white
purple
white
purple
purple
purple
purple
white
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
white
white
purple
purple
purple
purple
white
purple
white
purple
purple
purple
white
purple
purple
purple
white
white
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
white
purple
purple
purple
purple
purple
purple
white
purple
purple
white
purple
white
white
purple
purple
purple
white
purple
purple
purple
purple
purple
white
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
purple
white
purple
purple
purple
